F:\data\IMG\center_2019_07_02_12_52_47_891.jpg,F:\data\IMG\left_2019_07_02_12_52_47_891.jpg,F:\data\IMG\right_2019_07_02_12_52_47_891.jpg,0,0,0,5.216374E-06
F:\data\IMG\center_2019_07_02_12_52_47_961.jpg,F:\data\IMG\left_2019_07_02_12_52_47_961.jpg,F:\data\IMG\right_2019_07_02_12_52_47_961.jpg,0,0,0,1.897356E-05
F:\data\IMG\center_2019_07_02_12_52_48_029.jpg,F:\data\IMG\left_2019_07_02_12_52_48_029.jpg,F:\data\IMG\right_2019_07_02_12_52_48_029.jpg,0,0,0,1.979709E-06
F:\data\IMG\center_2019_07_02_12_52_48_100.jpg,F:\data\IMG\left_2019_07_02_12_52_48_100.jpg,F:\data\IMG\right_2019_07_02_12_52_48_100.jpg,0,0,0,2.718418E-06
F:\data\IMG\center_2019_07_02_12_52_48_168.jpg,F:\data\IMG\left_2019_07_02_12_52_48_168.jpg,F:\data\IMG\right_2019_07_02_12_52_48_168.jpg,0,0,0,7.384621E-06
F:\data\IMG\center_2019_07_02_12_52_48_241.jpg,F:\data\IMG\left_2019_07_02_12_52_48_241.jpg,F:\data\IMG\right_2019_07_02_12_52_48_241.jpg,0,0.2322089,0,0.1401856
F:\data\IMG\center_2019_07_02_12_52_48_312.jpg,F:\data\IMG\left_2019_07_02_12_52_48_312.jpg,F:\data\IMG\right_2019_07_02_12_52_48_312.jpg,0,0.4179369,0,0.4054508
F:\data\IMG\center_2019_07_02_12_52_48_378.jpg,F:\data\IMG\left_2019_07_02_12_52_48_378.jpg,F:\data\IMG\right_2019_07_02_12_52_48_378.jpg,0,0.6541414,0,0.8789808
F:\data\IMG\center_2019_07_02_12_52_48_447.jpg,F:\data\IMG\left_2019_07_02_12_52_48_447.jpg,F:\data\IMG\right_2019_07_02_12_52_48_447.jpg,-0.05,0.8354633,0,1.458129
F:\data\IMG\center_2019_07_02_12_52_48_514.jpg,F:\data\IMG\left_2019_07_02_12_52_48_514.jpg,F:\data\IMG\right_2019_07_02_12_52_48_514.jpg,-0.25,1,0,2.377891
F:\data\IMG\center_2019_07_02_12_52_48_585.jpg,F:\data\IMG\left_2019_07_02_12_52_48_585.jpg,F:\data\IMG\right_2019_07_02_12_52_48_585.jpg,-0.4,1,0,3.084812
F:\data\IMG\center_2019_07_02_12_52_48_652.jpg,F:\data\IMG\left_2019_07_02_12_52_48_652.jpg,F:\data\IMG\right_2019_07_02_12_52_48_652.jpg,0,1,0,3.766952
F:\data\IMG\center_2019_07_02_12_52_48_721.jpg,F:\data\IMG\left_2019_07_02_12_52_48_721.jpg,F:\data\IMG\right_2019_07_02_12_52_48_721.jpg,0,1,0,4.698146
F:\data\IMG\center_2019_07_02_12_52_48_792.jpg,F:\data\IMG\left_2019_07_02_12_52_48_792.jpg,F:\data\IMG\right_2019_07_02_12_52_48_792.jpg,0,1,0,5.39475
F:\data\IMG\center_2019_07_02_12_52_48_861.jpg,F:\data\IMG\left_2019_07_02_12_52_48_861.jpg,F:\data\IMG\right_2019_07_02_12_52_48_861.jpg,0,1,0,6.317433
F:\data\IMG\center_2019_07_02_12_52_48_929.jpg,F:\data\IMG\left_2019_07_02_12_52_48_929.jpg,F:\data\IMG\right_2019_07_02_12_52_48_929.jpg,0,1,0,7.004745
F:\data\IMG\center_2019_07_02_12_52_48_999.jpg,F:\data\IMG\left_2019_07_02_12_52_48_999.jpg,F:\data\IMG\right_2019_07_02_12_52_48_999.jpg,0,1,0,7.914927
F:\data\IMG\center_2019_07_02_12_52_49_066.jpg,F:\data\IMG\left_2019_07_02_12_52_49_066.jpg,F:\data\IMG\right_2019_07_02_12_52_49_066.jpg,0,1,0,8.592915
F:\data\IMG\center_2019_07_02_12_52_49_139.jpg,F:\data\IMG\left_2019_07_02_12_52_49_139.jpg,F:\data\IMG\right_2019_07_02_12_52_49_139.jpg,-0.2,1,0,9.480127
F:\data\IMG\center_2019_07_02_12_52_49_206.jpg,F:\data\IMG\left_2019_07_02_12_52_49_206.jpg,F:\data\IMG\right_2019_07_02_12_52_49_206.jpg,-0.35,1,0,10.12254
F:\data\IMG\center_2019_07_02_12_52_49_279.jpg,F:\data\IMG\left_2019_07_02_12_52_49_279.jpg,F:\data\IMG\right_2019_07_02_12_52_49_279.jpg,-0.5500001,1,0,10.94576
F:\data\IMG\center_2019_07_02_12_52_49_349.jpg,F:\data\IMG\left_2019_07_02_12_52_49_349.jpg,F:\data\IMG\right_2019_07_02_12_52_49_349.jpg,0,1,0,11.64392
F:\data\IMG\center_2019_07_02_12_52_49_417.jpg,F:\data\IMG\left_2019_07_02_12_52_49_417.jpg,F:\data\IMG\right_2019_07_02_12_52_49_417.jpg,0,1,0,12.52178
F:\data\IMG\center_2019_07_02_12_52_49_484.jpg,F:\data\IMG\left_2019_07_02_12_52_49_484.jpg,F:\data\IMG\right_2019_07_02_12_52_49_484.jpg,0,1,0,12.88828
F:\data\IMG\center_2019_07_02_12_52_49_555.jpg,F:\data\IMG\left_2019_07_02_12_52_49_555.jpg,F:\data\IMG\right_2019_07_02_12_52_49_555.jpg,-0.15,1,0,13.81508
F:\data\IMG\center_2019_07_02_12_52_49_624.jpg,F:\data\IMG\left_2019_07_02_12_52_49_624.jpg,F:\data\IMG\right_2019_07_02_12_52_49_624.jpg,-0.3,1,0,14.55161
F:\data\IMG\center_2019_07_02_12_52_49_693.jpg,F:\data\IMG\left_2019_07_02_12_52_49_693.jpg,F:\data\IMG\right_2019_07_02_12_52_49_693.jpg,-0.45,1,0,15.05858
F:\data\IMG\center_2019_07_02_12_52_49_761.jpg,F:\data\IMG\left_2019_07_02_12_52_49_761.jpg,F:\data\IMG\right_2019_07_02_12_52_49_761.jpg,-0.6500001,1,0,15.78647
F:\data\IMG\center_2019_07_02_12_52_49_833.jpg,F:\data\IMG\left_2019_07_02_12_52_49_833.jpg,F:\data\IMG\right_2019_07_02_12_52_49_833.jpg,0,1,0,16.56263
F:\data\IMG\center_2019_07_02_12_52_49_903.jpg,F:\data\IMG\left_2019_07_02_12_52_49_903.jpg,F:\data\IMG\right_2019_07_02_12_52_49_903.jpg,0,1,0,17.26505
F:\data\IMG\center_2019_07_02_12_52_49_974.jpg,F:\data\IMG\left_2019_07_02_12_52_49_974.jpg,F:\data\IMG\right_2019_07_02_12_52_49_974.jpg,0,1,0,18.07487
F:\data\IMG\center_2019_07_02_12_52_50_043.jpg,F:\data\IMG\left_2019_07_02_12_52_50_043.jpg,F:\data\IMG\right_2019_07_02_12_52_50_043.jpg,0,1,0,18.62311
F:\data\IMG\center_2019_07_02_12_52_50_109.jpg,F:\data\IMG\left_2019_07_02_12_52_50_109.jpg,F:\data\IMG\right_2019_07_02_12_52_50_109.jpg,0,1,0,19.28255
F:\data\IMG\center_2019_07_02_12_52_50_180.jpg,F:\data\IMG\left_2019_07_02_12_52_50_180.jpg,F:\data\IMG\right_2019_07_02_12_52_50_180.jpg,0,1,0,20.0871
F:\data\IMG\center_2019_07_02_12_52_50_251.jpg,F:\data\IMG\left_2019_07_02_12_52_50_251.jpg,F:\data\IMG\right_2019_07_02_12_52_50_251.jpg,0,1,0,20.6817
F:\data\IMG\center_2019_07_02_12_52_50_324.jpg,F:\data\IMG\left_2019_07_02_12_52_50_324.jpg,F:\data\IMG\right_2019_07_02_12_52_50_324.jpg,0,1,0,21.48624
F:\data\IMG\center_2019_07_02_12_52_50_392.jpg,F:\data\IMG\left_2019_07_02_12_52_50_392.jpg,F:\data\IMG\right_2019_07_02_12_52_50_392.jpg,-0.1,1,0,22.0829
F:\data\IMG\center_2019_07_02_12_52_50_464.jpg,F:\data\IMG\left_2019_07_02_12_52_50_464.jpg,F:\data\IMG\right_2019_07_02_12_52_50_464.jpg,-0.3,1,0,22.82785
F:\data\IMG\center_2019_07_02_12_52_50_537.jpg,F:\data\IMG\left_2019_07_02_12_52_50_537.jpg,F:\data\IMG\right_2019_07_02_12_52_50_537.jpg,-0.5000001,1,0,23.49825
F:\data\IMG\center_2019_07_02_12_52_50_605.jpg,F:\data\IMG\left_2019_07_02_12_52_50_605.jpg,F:\data\IMG\right_2019_07_02_12_52_50_605.jpg,-0.6500001,1,0,23.94747
F:\data\IMG\center_2019_07_02_12_52_50_673.jpg,F:\data\IMG\left_2019_07_02_12_52_50_673.jpg,F:\data\IMG\right_2019_07_02_12_52_50_673.jpg,-0.8500001,1,0,24.47493
F:\data\IMG\center_2019_07_02_12_52_50_744.jpg,F:\data\IMG\left_2019_07_02_12_52_50_744.jpg,F:\data\IMG\right_2019_07_02_12_52_50_744.jpg,0,1,0,24.91765
F:\data\IMG\center_2019_07_02_12_52_50_815.jpg,F:\data\IMG\left_2019_07_02_12_52_50_815.jpg,F:\data\IMG\right_2019_07_02_12_52_50_815.jpg,0,1,0,25.62135
F:\data\IMG\center_2019_07_02_12_52_50_885.jpg,F:\data\IMG\left_2019_07_02_12_52_50_885.jpg,F:\data\IMG\right_2019_07_02_12_52_50_885.jpg,0,1,0,26.17789
F:\data\IMG\center_2019_07_02_12_52_50_953.jpg,F:\data\IMG\left_2019_07_02_12_52_50_953.jpg,F:\data\IMG\right_2019_07_02_12_52_50_953.jpg,0,1,0,26.93054
F:\data\IMG\center_2019_07_02_12_52_51_022.jpg,F:\data\IMG\left_2019_07_02_12_52_51_022.jpg,F:\data\IMG\right_2019_07_02_12_52_51_022.jpg,0,1,0,27.49354
F:\data\IMG\center_2019_07_02_12_52_51_090.jpg,F:\data\IMG\left_2019_07_02_12_52_51_090.jpg,F:\data\IMG\right_2019_07_02_12_52_51_090.jpg,0,1,0,28.05357
F:\data\IMG\center_2019_07_02_12_52_51_157.jpg,F:\data\IMG\left_2019_07_02_12_52_51_157.jpg,F:\data\IMG\right_2019_07_02_12_52_51_157.jpg,0,1,0,28.79519
F:\data\IMG\center_2019_07_02_12_52_51_230.jpg,F:\data\IMG\left_2019_07_02_12_52_51_230.jpg,F:\data\IMG\right_2019_07_02_12_52_51_230.jpg,0,1,0,29.34756
F:\data\IMG\center_2019_07_02_12_52_51_301.jpg,F:\data\IMG\left_2019_07_02_12_52_51_301.jpg,F:\data\IMG\right_2019_07_02_12_52_51_301.jpg,0,1,0,30.07884
F:\data\IMG\center_2019_07_02_12_52_51_370.jpg,F:\data\IMG\left_2019_07_02_12_52_51_370.jpg,F:\data\IMG\right_2019_07_02_12_52_51_370.jpg,-0.05,1,0,30.18946
F:\data\IMG\center_2019_07_02_12_52_51_441.jpg,F:\data\IMG\left_2019_07_02_12_52_51_441.jpg,F:\data\IMG\right_2019_07_02_12_52_51_441.jpg,-0.25,1,0,30.17476
F:\data\IMG\center_2019_07_02_12_52_51_508.jpg,F:\data\IMG\left_2019_07_02_12_52_51_508.jpg,F:\data\IMG\right_2019_07_02_12_52_51_508.jpg,-0.4,1,0,30.15708
F:\data\IMG\center_2019_07_02_12_52_51_580.jpg,F:\data\IMG\left_2019_07_02_12_52_51_580.jpg,F:\data\IMG\right_2019_07_02_12_52_51_580.jpg,0,1,0,30.18654
F:\data\IMG\center_2019_07_02_12_52_51_646.jpg,F:\data\IMG\left_2019_07_02_12_52_51_646.jpg,F:\data\IMG\right_2019_07_02_12_52_51_646.jpg,0,1,0,30.18935
F:\data\IMG\center_2019_07_02_12_52_51_720.jpg,F:\data\IMG\left_2019_07_02_12_52_51_720.jpg,F:\data\IMG\right_2019_07_02_12_52_51_720.jpg,0,1,0,30.19012
F:\data\IMG\center_2019_07_02_12_52_51_787.jpg,F:\data\IMG\left_2019_07_02_12_52_51_787.jpg,F:\data\IMG\right_2019_07_02_12_52_51_787.jpg,-0.15,1,0,30.1862
F:\data\IMG\center_2019_07_02_12_52_51_859.jpg,F:\data\IMG\left_2019_07_02_12_52_51_859.jpg,F:\data\IMG\right_2019_07_02_12_52_51_859.jpg,-0.35,1,0,30.1656
F:\data\IMG\center_2019_07_02_12_52_51_929.jpg,F:\data\IMG\left_2019_07_02_12_52_51_929.jpg,F:\data\IMG\right_2019_07_02_12_52_51_929.jpg,0,1,0,30.18005
F:\data\IMG\center_2019_07_02_12_52_52_001.jpg,F:\data\IMG\left_2019_07_02_12_52_52_001.jpg,F:\data\IMG\right_2019_07_02_12_52_52_001.jpg,0,1,0,30.18908
F:\data\IMG\center_2019_07_02_12_52_52_069.jpg,F:\data\IMG\left_2019_07_02_12_52_52_069.jpg,F:\data\IMG\right_2019_07_02_12_52_52_069.jpg,0,1,0,30.1899
F:\data\IMG\center_2019_07_02_12_52_52_137.jpg,F:\data\IMG\left_2019_07_02_12_52_52_137.jpg,F:\data\IMG\right_2019_07_02_12_52_52_137.jpg,-0.1,1,0,30.18918
F:\data\IMG\center_2019_07_02_12_52_52_205.jpg,F:\data\IMG\left_2019_07_02_12_52_52_205.jpg,F:\data\IMG\right_2019_07_02_12_52_52_205.jpg,-0.25,1,0,30.17645
F:\data\IMG\center_2019_07_02_12_52_52_276.jpg,F:\data\IMG\left_2019_07_02_12_52_52_276.jpg,F:\data\IMG\right_2019_07_02_12_52_52_276.jpg,-0.45,1,0,30.15323
F:\data\IMG\center_2019_07_02_12_52_52_347.jpg,F:\data\IMG\left_2019_07_02_12_52_52_347.jpg,F:\data\IMG\right_2019_07_02_12_52_52_347.jpg,-0.6000001,1,0,30.13438
F:\data\IMG\center_2019_07_02_12_52_52_420.jpg,F:\data\IMG\left_2019_07_02_12_52_52_420.jpg,F:\data\IMG\right_2019_07_02_12_52_52_420.jpg,0,1,0,30.17464
F:\data\IMG\center_2019_07_02_12_52_52_492.jpg,F:\data\IMG\left_2019_07_02_12_52_52_492.jpg,F:\data\IMG\right_2019_07_02_12_52_52_492.jpg,0,1,0,30.1854
F:\data\IMG\center_2019_07_02_12_52_52_563.jpg,F:\data\IMG\left_2019_07_02_12_52_52_563.jpg,F:\data\IMG\right_2019_07_02_12_52_52_563.jpg,0,1,0,30.18945
F:\data\IMG\center_2019_07_02_12_52_52_634.jpg,F:\data\IMG\left_2019_07_02_12_52_52_634.jpg,F:\data\IMG\right_2019_07_02_12_52_52_634.jpg,0,1,0,30.19019
F:\data\IMG\center_2019_07_02_12_52_52_704.jpg,F:\data\IMG\left_2019_07_02_12_52_52_704.jpg,F:\data\IMG\right_2019_07_02_12_52_52_704.jpg,0,1,0,30.19025
F:\data\IMG\center_2019_07_02_12_52_52_773.jpg,F:\data\IMG\left_2019_07_02_12_52_52_773.jpg,F:\data\IMG\right_2019_07_02_12_52_52_773.jpg,0,1,0,30.19041
F:\data\IMG\center_2019_07_02_12_52_52_845.jpg,F:\data\IMG\left_2019_07_02_12_52_52_845.jpg,F:\data\IMG\right_2019_07_02_12_52_52_845.jpg,0,1,0,30.19031
F:\data\IMG\center_2019_07_02_12_52_52_919.jpg,F:\data\IMG\left_2019_07_02_12_52_52_919.jpg,F:\data\IMG\right_2019_07_02_12_52_52_919.jpg,0,1,0,30.19037
F:\data\IMG\center_2019_07_02_12_52_52_990.jpg,F:\data\IMG\left_2019_07_02_12_52_52_990.jpg,F:\data\IMG\right_2019_07_02_12_52_52_990.jpg,0,1,0,30.18955
F:\data\IMG\center_2019_07_02_12_52_53_064.jpg,F:\data\IMG\left_2019_07_02_12_52_53_064.jpg,F:\data\IMG\right_2019_07_02_12_52_53_064.jpg,0,1,0,30.19029
F:\data\IMG\center_2019_07_02_12_52_53_135.jpg,F:\data\IMG\left_2019_07_02_12_52_53_135.jpg,F:\data\IMG\right_2019_07_02_12_52_53_135.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_53_205.jpg,F:\data\IMG\left_2019_07_02_12_52_53_205.jpg,F:\data\IMG\right_2019_07_02_12_52_53_205.jpg,0,1,0,30.19029
F:\data\IMG\center_2019_07_02_12_52_53_278.jpg,F:\data\IMG\left_2019_07_02_12_52_53_278.jpg,F:\data\IMG\right_2019_07_02_12_52_53_278.jpg,0,1,0,30.19029
F:\data\IMG\center_2019_07_02_12_52_53_343.jpg,F:\data\IMG\left_2019_07_02_12_52_53_343.jpg,F:\data\IMG\right_2019_07_02_12_52_53_343.jpg,0,1,0,30.19031
F:\data\IMG\center_2019_07_02_12_52_53_415.jpg,F:\data\IMG\left_2019_07_02_12_52_53_415.jpg,F:\data\IMG\right_2019_07_02_12_52_53_415.jpg,0,1,0,30.19028
F:\data\IMG\center_2019_07_02_12_52_53_486.jpg,F:\data\IMG\left_2019_07_02_12_52_53_486.jpg,F:\data\IMG\right_2019_07_02_12_52_53_486.jpg,0,1,0,30.19029
F:\data\IMG\center_2019_07_02_12_52_53_559.jpg,F:\data\IMG\left_2019_07_02_12_52_53_559.jpg,F:\data\IMG\right_2019_07_02_12_52_53_559.jpg,-0.15,1,0,30.18452
F:\data\IMG\center_2019_07_02_12_52_53_630.jpg,F:\data\IMG\left_2019_07_02_12_52_53_630.jpg,F:\data\IMG\right_2019_07_02_12_52_53_630.jpg,-0.3,1,0,30.16919
F:\data\IMG\center_2019_07_02_12_52_53_697.jpg,F:\data\IMG\left_2019_07_02_12_52_53_697.jpg,F:\data\IMG\right_2019_07_02_12_52_53_697.jpg,0,1,0,30.1792
F:\data\IMG\center_2019_07_02_12_52_53_770.jpg,F:\data\IMG\left_2019_07_02_12_52_53_770.jpg,F:\data\IMG\right_2019_07_02_12_52_53_770.jpg,0,1,0,30.18843
F:\data\IMG\center_2019_07_02_12_52_53_841.jpg,F:\data\IMG\left_2019_07_02_12_52_53_841.jpg,F:\data\IMG\right_2019_07_02_12_52_53_841.jpg,0,1,0,30.18987
F:\data\IMG\center_2019_07_02_12_52_53_908.jpg,F:\data\IMG\left_2019_07_02_12_52_53_908.jpg,F:\data\IMG\right_2019_07_02_12_52_53_908.jpg,0,1,0,30.19018
F:\data\IMG\center_2019_07_02_12_52_53_978.jpg,F:\data\IMG\left_2019_07_02_12_52_53_978.jpg,F:\data\IMG\right_2019_07_02_12_52_53_978.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_54_049.jpg,F:\data\IMG\left_2019_07_02_12_52_54_049.jpg,F:\data\IMG\right_2019_07_02_12_52_54_049.jpg,0,1,0,30.19024
F:\data\IMG\center_2019_07_02_12_52_54_119.jpg,F:\data\IMG\left_2019_07_02_12_52_54_119.jpg,F:\data\IMG\right_2019_07_02_12_52_54_119.jpg,0,1,0,30.19031
F:\data\IMG\center_2019_07_02_12_52_54_191.jpg,F:\data\IMG\left_2019_07_02_12_52_54_191.jpg,F:\data\IMG\right_2019_07_02_12_52_54_191.jpg,0,1,0,30.19031
F:\data\IMG\center_2019_07_02_12_52_54_262.jpg,F:\data\IMG\left_2019_07_02_12_52_54_262.jpg,F:\data\IMG\right_2019_07_02_12_52_54_262.jpg,-0.2,1,0,30.17996
F:\data\IMG\center_2019_07_02_12_52_54_330.jpg,F:\data\IMG\left_2019_07_02_12_52_54_330.jpg,F:\data\IMG\right_2019_07_02_12_52_54_330.jpg,-0.35,1,0,30.1636
F:\data\IMG\center_2019_07_02_12_52_54_403.jpg,F:\data\IMG\left_2019_07_02_12_52_54_403.jpg,F:\data\IMG\right_2019_07_02_12_52_54_403.jpg,0,1,0,30.18769
F:\data\IMG\center_2019_07_02_12_52_54_475.jpg,F:\data\IMG\left_2019_07_02_12_52_54_475.jpg,F:\data\IMG\right_2019_07_02_12_52_54_475.jpg,0,1,0,30.18948
F:\data\IMG\center_2019_07_02_12_52_54_549.jpg,F:\data\IMG\left_2019_07_02_12_52_54_549.jpg,F:\data\IMG\right_2019_07_02_12_52_54_549.jpg,0,1,0,30.19001
F:\data\IMG\center_2019_07_02_12_52_54_617.jpg,F:\data\IMG\left_2019_07_02_12_52_54_617.jpg,F:\data\IMG\right_2019_07_02_12_52_54_617.jpg,0,1,0,30.19023
F:\data\IMG\center_2019_07_02_12_52_54_684.jpg,F:\data\IMG\left_2019_07_02_12_52_54_684.jpg,F:\data\IMG\right_2019_07_02_12_52_54_684.jpg,0,1,0,30.19014
F:\data\IMG\center_2019_07_02_12_52_54_751.jpg,F:\data\IMG\left_2019_07_02_12_52_54_751.jpg,F:\data\IMG\right_2019_07_02_12_52_54_751.jpg,0,1,0,30.19033
F:\data\IMG\center_2019_07_02_12_52_54_819.jpg,F:\data\IMG\left_2019_07_02_12_52_54_819.jpg,F:\data\IMG\right_2019_07_02_12_52_54_819.jpg,0,1,0,30.19029
F:\data\IMG\center_2019_07_02_12_52_54_889.jpg,F:\data\IMG\left_2019_07_02_12_52_54_889.jpg,F:\data\IMG\right_2019_07_02_12_52_54_889.jpg,0,1,0,30.19028
F:\data\IMG\center_2019_07_02_12_52_54_960.jpg,F:\data\IMG\left_2019_07_02_12_52_54_960.jpg,F:\data\IMG\right_2019_07_02_12_52_54_960.jpg,-0.05,1,0,30.18974
F:\data\IMG\center_2019_07_02_12_52_55_030.jpg,F:\data\IMG\left_2019_07_02_12_52_55_030.jpg,F:\data\IMG\right_2019_07_02_12_52_55_030.jpg,-0.2,1,0,30.17986
F:\data\IMG\center_2019_07_02_12_52_55_100.jpg,F:\data\IMG\left_2019_07_02_12_52_55_100.jpg,F:\data\IMG\right_2019_07_02_12_52_55_100.jpg,-0.4,1,0,30.15752
F:\data\IMG\center_2019_07_02_12_52_55_174.jpg,F:\data\IMG\left_2019_07_02_12_52_55_174.jpg,F:\data\IMG\right_2019_07_02_12_52_55_174.jpg,0,1,0,30.17503
F:\data\IMG\center_2019_07_02_12_52_55_242.jpg,F:\data\IMG\left_2019_07_02_12_52_55_242.jpg,F:\data\IMG\right_2019_07_02_12_52_55_242.jpg,0,1,0,30.18652
F:\data\IMG\center_2019_07_02_12_52_55_310.jpg,F:\data\IMG\left_2019_07_02_12_52_55_310.jpg,F:\data\IMG\right_2019_07_02_12_52_55_310.jpg,0,1,0,30.18914
F:\data\IMG\center_2019_07_02_12_52_55_377.jpg,F:\data\IMG\left_2019_07_02_12_52_55_377.jpg,F:\data\IMG\right_2019_07_02_12_52_55_377.jpg,0,1,0,30.18985
F:\data\IMG\center_2019_07_02_12_52_55_451.jpg,F:\data\IMG\left_2019_07_02_12_52_55_451.jpg,F:\data\IMG\right_2019_07_02_12_52_55_451.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_55_524.jpg,F:\data\IMG\left_2019_07_02_12_52_55_524.jpg,F:\data\IMG\right_2019_07_02_12_52_55_524.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_55_596.jpg,F:\data\IMG\left_2019_07_02_12_52_55_596.jpg,F:\data\IMG\right_2019_07_02_12_52_55_596.jpg,0,1,0,30.19025
F:\data\IMG\center_2019_07_02_12_52_55_669.jpg,F:\data\IMG\left_2019_07_02_12_52_55_669.jpg,F:\data\IMG\right_2019_07_02_12_52_55_669.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_55_742.jpg,F:\data\IMG\left_2019_07_02_12_52_55_742.jpg,F:\data\IMG\right_2019_07_02_12_52_55_742.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_55_809.jpg,F:\data\IMG\left_2019_07_02_12_52_55_809.jpg,F:\data\IMG\right_2019_07_02_12_52_55_809.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_55_877.jpg,F:\data\IMG\left_2019_07_02_12_52_55_877.jpg,F:\data\IMG\right_2019_07_02_12_52_55_877.jpg,0,1,0,30.19028
F:\data\IMG\center_2019_07_02_12_52_55_950.jpg,F:\data\IMG\left_2019_07_02_12_52_55_950.jpg,F:\data\IMG\right_2019_07_02_12_52_55_950.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_56_018.jpg,F:\data\IMG\left_2019_07_02_12_52_56_018.jpg,F:\data\IMG\right_2019_07_02_12_52_56_018.jpg,0,1,0,30.1903
F:\data\IMG\center_2019_07_02_12_52_56_087.jpg,F:\data\IMG\left_2019_07_02_12_52_56_087.jpg,F:\data\IMG\right_2019_07_02_12_52_56_087.jpg,-0.05,1,0,30.18969
F:\data\IMG\center_2019_07_02_12_52_56_160.jpg,F:\data\IMG\left_2019_07_02_12_52_56_160.jpg,F:\data\IMG\right_2019_07_02_12_52_56_160.jpg,-0.25,1,0,30.17476
F:\data\IMG\center_2019_07_02_12_52_56_234.jpg,F:\data\IMG\left_2019_07_02_12_52_56_234.jpg,F:\data\IMG\right_2019_07_02_12_52_56_234.jpg,0,1,0,30.18119
F:\data\IMG\center_2019_07_02_12_52_56_305.jpg,F:\data\IMG\left_2019_07_02_12_52_56_305.jpg,F:\data\IMG\right_2019_07_02_12_52_56_305.jpg,0,1,0,30.18924
F:\data\IMG\center_2019_07_02_12_52_56_376.jpg,F:\data\IMG\left_2019_07_02_12_52_56_376.jpg,F:\data\IMG\right_2019_07_02_12_52_56_376.jpg,0,1,0,30.19003
F:\data\IMG\center_2019_07_02_12_52_56_447.jpg,F:\data\IMG\left_2019_07_02_12_52_56_447.jpg,F:\data\IMG\right_2019_07_02_12_52_56_447.jpg,0,1,0,30.19021
F:\data\IMG\center_2019_07_02_12_52_56_521.jpg,F:\data\IMG\left_2019_07_02_12_52_56_521.jpg,F:\data\IMG\right_2019_07_02_12_52_56_521.jpg,0,1,0,30.19029
F:\data\IMG\center_2019_07_02_12_52_56_593.jpg,F:\data\IMG\left_2019_07_02_12_52_56_593.jpg,F:\data\IMG\right_2019_07_02_12_52_56_593.jpg,0,1,0,30.19031
F:\data\IMG\center_2019_07_02_12_52_56_667.jpg,F:\data\IMG\left_2019_07_02_12_52_56_667.jpg,F:\data\IMG\right_2019_07_02_12_52_56_667.jpg,0,1,0,30.1903
